Ticker,Sector,28-Dec-17,1-Jan-18,2-Jan-18,3-Jan-18,4-Jan-18,7-Jan-18,8-Jan-18,9-Jan-18,10-Jan-18,11-Jan-18,14-Jan-18,15-Jan-18,16-Jan-18,17-Jan-18,18-Jan-18,21-Jan-18,22-Jan-18,23-Jan-18,24-Jan-18,25-Jan-18,28-Jan-18,29-Jan-18,30-Jan-18,31-Jan-18,1-Feb-18,4-Feb-18,5-Feb-18,6-Feb-18,7-Feb-18,8-Feb-18,11-Feb-18,12-Feb-18,13-Feb-18,14-Feb-18,15-Feb-18,18-Feb-18,19-Feb-18,20-Feb-18,22-Feb-18,25-Feb-18,26-Feb-18,27-Feb-18,28-Feb-18,1-Mar-18,4-Mar-18,5-Mar-18,6-Mar-18,
MEGCONMILK,Foods & Allied,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00,16000000.00
MEGHNACEM,Cement,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00,22500400.00
MEGHNALIFE,Life Insurance,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00,33521926.00
MEGHNAPET,Foods & Allied,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00,12000000.00
MERCANBANK,Bank,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00,775933962.00
MERCINS,General Insurance,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00,43095360.00
METROSPIN,Textile,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00,60488505.00
MHSML,Textile,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00,94298203.00
MICEMENT,Cement,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00,148500000.00
MIDASFIN,NBFI,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00,120268704.00
MIRACLEIND,Industrial,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00,31355112.00
MITHUNKNIT,Textile,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00,32491165.00
MJLBD,Fuel & Power,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00,301668598.00
MODERNDYE,Textile,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00,1368000.00
MODERNIND,Foods & Allied,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MONNOCERA,Ceramic,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00,25124421.00
MONNOFABR,Textile,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MONNOJTX,Jute,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MONNOSTAF,Industrial,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00,400000.00
MPETROLEUM,Fuel & Power,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00,108216108.00
MTB,Bank,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00,509656055.00
NATLIFEINS,Life Insurance,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00,94366970.00
NAVANACNG,Industrial,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00,68528592.00
NBL,Bank,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00,2370453536.00
NCCBANK,Bank,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00,883215865.00
NCCBLMF1,Mutual Fund,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00,108503401.00
NFML,Industrial,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00,80707000.00
NHFIL,NBFI,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00,106392000.00
NILOYCEM,Cement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NITOLINS,General Insurance,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00,35269861.00
NLI1STMF,Mutual Fund,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00,50333800.00
NORTHERN,Jute,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00,2142000.00
NORTHRNINS,General Insurance,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00,42659612.00
NPOLYMAR,Industrial,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00,24517494.00
NTC,Foods & Allied,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00,6600000.00
NTLTUBES,Industrial,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00,28778350.00
OAL,Industrial,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00,154115438.00
OCL,Industrial,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00,40906250.00
OLYMPIC,Foods & Allied,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00,199938969.00
ONEBANKLTD,Bank,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00,730032165.00
ORIONINFU,Pharmaceuticals,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00,20359760.00
ORIONPHARM,Pharmaceuticals,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00,234000000.00
PADMACEM,Cement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PADMALIFE,Life Insurance,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00,38880000.00
PADMAOIL,Fuel & Power,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00,98232750.00
PARAMOUNT,General Insurance,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00,28764514.00
